Molecule ChEMBL ID,Molecule Name,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Comment,Response
CHEMBL183098,,NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccccc1C(=O)O)Cc1ccccc1,IC50,'=',1200.0,nM,,Inactive
CHEMBL184593,,NC(CC(=O)N1CCC[C@H]1C(=O)NCc1cccc(C(=O)O)c1)Cc1ccccc1,IC50,'=',1200.0,nM,,Inactive
CHEMBL98860,,N[C@@H](CCNCc1ccc2ccccc2c1)C(=O)N1CCCCC1,IC50,'=',179000.0,nM,,Inactive
CHEMBL461291,,CC[C@H](C)[C@H](N)C(=O)N1CC=CC1,IC50,'=',15000.0,nM,,Inactive
CHEMBL97025,,NCC(=O)N1CCCC1,IC50,'>',1000000.0,nM,,Inactive
CHEMBL97180,,NC(Cc1c[nH]cn1)C(=O)N1CCCCC1,IC50,'=',213000.0,nM,,Inactive
CHEMBL369738,,N[C@@H](CC(=O)N1CCNC[C@H]1Cc1ccccc1)Cc1cc(F)ccc1F,IC50,'=',51.0,nM,,Active
CHEMBL508193,,CC[C@H](C)[C@H](N)C(=O)N1Cc2ccc(I)cc2C1,IC50,'>',100000.0,nM,,Inactive
CHEMBL475655,,N[C@@H](CC(=O)N1CCCN(C(=O)c2cncc(C(=O)O)c2)CC1)Cc1cc(F)c(F)cc1F,IC50,'=',67.0,nM,,Active
CHEMBL475574,,O=C([C@@H]1C[C@H](N2CCN(c3nc4cnccc4o3)CC2)CN1)N1CCC(F)(F)C1,IC50,'=',5.8,nM,,Active
CHEMBL473418,,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCCC1,IC50,'=',31.0,nM,,Active
CHEMBL381145,,C[C@@H](c1ccc(-c2ccc(O)nc2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',25.0,nM,,Active
CHEMBL203379,,C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CCCC1,IC50,'=',48.0,nM,,Active
CHEMBL438258,,CCOC(=O)C(F)(F)n1cc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc1=O,IC50,'=',92.0,nM,,Active
CHEMBL3675620,,Cc1nc(CN2C(=O)c3c(nc(N4CCC[C@@H](N)C4)n3Cc3cc(F)ccc3F)N3CCN=C23)nc2ccccc12,IC50,'=',43.5,nM,,Active
CHEMBL401229,,Nc1ccc([C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4C3CC3)C[C@@H]2N)cc1,IC50,'>',3000.0,nM,,Inactive
CHEMBL392907,,N[C@H]1CN(c2cc(-c3ccc(Cl)cc3)ncn2)C[C@@H]1c1ccccc1,IC50,'>',3000.0,nM,,Inactive
CHEMBL317126,,NC(Cc1ccc(O)cc1)C(=O)N1CCCC1,IC50,'=',14000.0,nM,,Inactive
CHEMBL418979,,N[C@@H](CCNCc1ccccc1OCc1ccccc1)C(=O)N1CCCCC1,IC50,'>',500000.0,nM,,Inactive
CHEMBL494497,,N[C@@H](CCC(=O)O)C(=O)N1CCC[C@H]1B(O)O,IC50,'=',3000.0,nM,277854,Inactive
CHEMBL3645492,,N[C@H]1C[C@@H](N2Cc3cnn(S(=O)(=O)C4CCCC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,IC50,'=',2.6,nM,226309,Active
CHEMBL147314,,CCCCC(N)C(=O)N1CCCCC1,IC50,'=',250000.0,nM,,Inactive
CHEMBL1202090,,CC(C)(C)N1CCN(CCNCC(=O)N2CCC[C@@H]2C#N)C1=O,IC50,'=',68.1,nM,,Active
CHEMBL549432,,N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)c1ccc(Cl)cc1)Cc1ccccc1F,IC50,'=',20.0,nM,,Active
CHEMBL459806,ALOGLIPTIN TFA,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,IC50,'<',10.0,nM,,Active
CHEMBL67279,TALABOSTAT,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,IC50,'=',26.0,nM,,Active
CHEMBL400068,,N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2[C@H]1Cn1cncn1)Cc1cc(F)c(F)cc1F,IC50,'=',2.0,nM,,Active
CHEMBL399348,,N[C@@H]1CN(C(=O)c2cnc3ccccc3n2)C(=O)[C@@H]1C(=O)N1CCCC1,IC50,'>',3.0,nM,,Active
CHEMBL250393,,N[C@H]1CN(Cc2ccc(-n3cnnn3)cc2)C[C@H]1C(=O)N1CCCC1,IC50,'=',50.0,nM,,Active
CHEMBL2147702,,O=C([C@@H]1C[C@H](N2CCN(c3nc(-c4ccccc4)cs3)CC2)CN1)N1CCSC1,IC50,'=',4.5,nM,,Active
CHEMBL2147704,,O=C([C@@H]1C[C@H](N2CCN(c3nnnn3-c3ccccc3)CC2)CN1)N1CCSC1,IC50,'=',0.2,nM,,Active
CHEMBL2147705,,O=C([C@@H]1C[C@H](N2CCC(c3nnnn3-c3ccccc3)CC2)CN1)N1CCSC1,IC50,'=',4.0,nM,,Active
CHEMBL2147707,,O=C([C@@H]1C[C@H](N2CCN(c3ccnn3-c3ccccc3)CC2)CN1)N1CCSC1,IC50,'=',0.94,nM,,Active
CHEMBL2147714,,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccc(Cl)cc2)n1,IC50,'=',3.4,nM,,Active
CHEMBL2147771,,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccn2)n1,IC50,'=',0.63,nM,,Active
CHEMBL5279910,,CS(=O)(=O)n1ncc2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,IC50,'=',0.7,nM,,Active
CHEMBL4242416,,CC#CCn1c(N2CCC[C@@H](N)C2)cc(=O)n(Cc2cn(CCC(=O)OC)nn2)c1=O,IC50,'=',64.0,nM,,Active
CHEMBL430057,,C[C@@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@@H]1CC(=O)N(C)C,IC50,'=',5.6,nM,,Active
CHEMBL260197,,CC[C@@H]1N[C@H](C(=O)N2CCC[C@H]2C#N)C[C@@H]1C(=O)N(C)C,IC50,'=',16.0,nM,,Active
CHEMBL5440616,,CCCCOC12CC3CC(CC(NCC(=O)N4Cc5ccccc5C4)(C3)C1)C2,IC50,'>',10000.0,nM,,Inactive
CHEMBL317949,,N[C@@H](CCNCc1cccc(Cl)c1)C(=O)N1CCCCC1,IC50,'=',186000.0,nM,,Inactive
CHEMBL3686745,,CCC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,IC50,'=',4.5,nM,277828,Active
CHEMBL1230015,,CS(=O)(=O)c1ccc([C@H]2NO[C@H]([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)N2)c(F)c1,IC50,'=',19.0,nM,,Active
CHEMBL3233548,,CN(CC(=O)N1CCC[C@H]1C#N)Cc1ccnc2ccccc12,IC50,'>',100000.0,nM,,Inactive
CHEMBL9238,,COC(=O)CCNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCCC(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1,IC50,'=',36.0,nM,,Active
CHEMBL2425080,,N[C@H]1C[C@H](N2Cc3cn[nH]c3C2)CO[C@H]1c1cc(F)ccc1F,IC50,'=',26600.0,nM,,Inactive
CHEMBL2425075,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',1.0,nM,,Active
CHEMBL1771583,,O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)N1c1cccc(CCc2cccc(C(F)(F)F)c2)c1,IC50,'=',3100.0,nM,,Inactive
CHEMBL559543,,CS(=O)(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,IC50,'=',27.0,nM,,Active
CHEMBL2418632,,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2cn(Cc3ccc(F)c(F)c3)nn2)cc1,IC50,'=',8.57,nM,,Active
CHEMBL2418630,,COc1cccc(Cn2cc(-c3ccc(C[C@H](N)C(=O)N4CCC[C@H]4C#N)cc3)nn2)c1,IC50,'=',7.5,nM,,Active
CHEMBL2418629,,COc1ccccc1Cn1cc(-c2ccc(C[C@H](N)C(=O)N3CCC[C@H]3C#N)cc2)nn1,IC50,'=',20.84,nM,,Active
CHEMBL385517,SAXAGLIPTIN ANHYDROUS,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,IC50,'=',0.6,nM,,Active
CHEMBL206954,,C[C@@H]1CC(C)(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)C[C@@H]1C,IC50,'>',3000.0,nM,,Inactive
CHEMBL379086,,COCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,IC50,'=',84.0,nM,,Active
CHEMBL209768,,CCC(C)(CC)NCC(=O)N1[C@H](C#N)CC[C@@H]1C#N,IC50,'>',3000.0,nM,,Inactive
CHEMBL379522,,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(CO)CCCC1,IC50,'=',92.0,nM,,Active
CHEMBL366049,,NC(CC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=O)O)cc1)Cc1ccccc1F,IC50,'=',54.0,nM,,Active
CHEMBL209162,,CN(C)C(=O)[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',8.0,nM,,Active
CHEMBL217051,,C[C@@H]1c2nnc(C(F)(F)F)n2CCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,IC50,'=',7.2,nM,,Active
CHEMBL384382,,C[C@@H]1C(=O)NCCCN1C(=O)C[C@@H](N)Cc1cc(F)c(F)cc1F,IC50,'=',67000.0,nM,,Inactive
CHEMBL217702,,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1cnccn1)Cc1cc(F)c(F)cc1F,IC50,'=',0.29,nM,,Active
CHEMBL4797479,,CS(=O)(=O)c1ccc(Cc2nc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)cs2)cc1,IC50,'=',10110.0,nM,,Inactive
CHEMBL4791505,,N#C[C@@H]1CC(F)(F)CN1C(=O)CNC(=O)c1csc(CS(=O)(=O)c2ccc(Cl)c(Cl)c2)n1,IC50,'>',100000.0,nM,,Inactive
CHEMBL534959,,N[C@@H](CC(=O)N1CCCN1)Cc1cc(F)c(F)cc1F,IC50,'=',3850.0,nM,,Inactive
CHEMBL4748680,,N#Cc1ccc(SCc2nc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)cs2)cc1,IC50,'=',44560.0,nM,,Inactive
CHEMBL195378,,C[C@@H](c1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',6.0,nM,,Active
CHEMBL402236,,N[C@H](C(=O)N1CC[C@H]1C(=O)c1nccs1)C1CCCCC1,IC50,'=',30.0,nM,,Active
CHEMBL231497,,Cc1nnc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nn12,IC50,'=',6.0,nM,,Active
CHEMBL231196,,N[C@H]1CN(c2cnc3nccnc3n2)CC[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',13.0,nM,,Active
CHEMBL389538,,N[C@H]1CN(c2cnc3ccccc3n2)CC[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',12.0,nM,,Active
CHEMBL390885,,C[C@@H]1C(=O)N(C2CC2)CCCN1C(=O)C[C@H](N)Cc1cc(F)ccc1F,IC50,'=',9.0,nM,,Active
CHEMBL472977,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(F)c(F)c1)NCC(=O)N1CCC[C@H]1C#N,IC50,'=',62.0,nM,,Active
CHEMBL1683116,,N[C@H](Cc1cc(F)ccc1F)[C@H]1CC[C@@H](N2CCCCC2)CC1,IC50,'=',1800.0,nM,,Inactive
CHEMBL410187,,N[C@@H](CC(=O)N1CCN(c2ccc(Cl)cc2)CC1)Cc1ccccc1F,IC50,'=',1247.0,nM,,Inactive
CHEMBL427259,,N[C@H]1CN(c2ncccn2)CC[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',90.0,nM,,Active
CHEMBL230984,,N[C@H]1CN(c2ccncn2)CC[C@@H]1c1cc(F)c(F)cc1F,IC50,'=',37.0,nM,,Active
CHEMBL250353,,N[C@@H](CC(=O)N1CCn2nc(C(F)(F)F)nc2C1Cn1cncn1)Cc1cc(F)c(F)cc1F,IC50,'=',5.0,nM,,Active
CHEMBL249203,,N#C[C@@H]1CCCN1C(=O)[C@@H]1CN(Cc2ccc(-c3ccn[nH]3)cc2)C[C@@H]1N,IC50,'=',6.7,nM,,Active
CHEMBL400613,,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](C(=O)N2CCCCC2)CN1,IC50,'=',4.9,nM,,Active
CHEMBL389324,,Cc1cc(C)c([C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)c(C)c1O,IC50,'=',5.3,nM,,Active
CHEMBL244010,,COc1c(O)ccc(C)c1[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,IC50,'=',7.1,nM,,Active
CHEMBL244008,,COc1cc(O)cc(OC)c1[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,IC50,'=',23.0,nM,,Active
CHEMBL389138,,N#C[C@@H]1CCCN1C(=O)[C@@H]1CC(C2C3CC4CC(C3)CC2C4)CN1,IC50,'=',7.8,nM,,Active
CHEMBL4747575,,N#Cc1ccc(OCc2nc(C(=O)NCC(=O)N3CC(F)(F)C[C@H]3C#N)cs2)cc1,IC50,'>',100000.0,nM,,Inactive
CHEMBL179382,,FC(CNCc1ccc2c(c1)OCO2)=C1CCCCC1,IC50,'>',250000.0,nM,,Inactive
CHEMBL254649,COCHINCHINENIN C,COc1ccc(C(CCc2ccc(O)cc2OC)c2cc(CCC(=O)c3ccc(O)cc3)c(OC)cc2O)cc1,IC50,'>',36900.0,nM,,Inactive
CHEMBL401378,,Cc1cc(CN2C[C@H](N)[C@H](C(=O)C3CCC[C@H]3C#N)C2)ccc1-n1cncn1,IC50,'=',46.0,nM,,Active
CHEMBL249174,,N[C@H]1CN(Cc2ccc(-n3cncn3)cc2)C[C@H]1C(=O)N1CCCC1,IC50,'=',69.0,nM,,Active
CHEMBL2147070,,Cn1c(=O)c2c(nc(N3CCC[C@@H](N)C3)n2Cc2cc(F)ccc2Cl)c2ccc(C(=O)O)cc21,IC50,'=',0.48,nM,,Active
CHEMBL517072,,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,IC50,'=',71.0,nM,,Active
CHEMBL1085305,,COc1ccc(NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1OC,IC50,'=',27.0,nM,,Active
CHEMBL1085579,,C[C@@H]1CCCN1C(=O)CC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,'=',32.0,nM,,Active
CHEMBL1082464,,CC(C)(CC(=O)N1CC[C@H](O)C1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,'=',50.0,nM,,Active
CHEMBL3084953,,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(I)cc2)CC1,IC50,'=',10.0,nM,,Active
CHEMBL459357,,CN(C)C(=O)[C@@H](c1ccc(C2=CN3N=CNC3C=C2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',4.3,nM,,Active
CHEMBL473973,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(C(F)(F)F)c1)NCC(=O)N1CCC[C@H]1C#N,IC50,'=',60.0,nM,,Active
CHEMBL439205,,NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,IC50,'=',4800.0,nM,,Inactive
CHEMBL171430,,N[C@@H](C(=O)N1CCSC1)[C@H]1CC[C@@H](OC(=O)Nc2cccc3ccccc23)C1,IC50,'=',1700.0,nM,,Inactive
CHEMBL1951436,,N#Cc1c(N2CCCNCC2)n(Cc2ccccc2)c2c(=O)n(Cc3nccc4ccccc34)cnc12,IC50,'=',60.0,nM,,Active
CHEMBL23979,,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1,IC50,'=',89.0,nM,,Active
CHEMBL169179,,N[C@H](C(=O)N1CCCC1)[C@@H]1CC[C@@H](NS(=O)(=O)c2ccc(S(N)(=O)=O)cc2)C1,IC50,'=',46.0,nM,,Active
CHEMBL201644,,CC(C)(CC(=O)N1Cc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,IC50,'=',15.0,nM,,Active
CHEMBL378421,,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(Cc2ccccc2)CCCCC1,IC50,'>',3000.0,nM,,Inactive
CHEMBL378958,,N#C[C@@H]1C[C@H](O)CN1C(=O)CNC12CC3CC(CC(C3)C1)C2,IC50,'>',30000.0,nM,,Inactive
CHEMBL210328,,N#C[C@@H]1CC[C@H](c2ccccc2)N1C(=O)CNC1(CO)CCCC1,IC50,'>',30000.0,nM,,Inactive
CHEMBL209127,,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC1(Cc2ccccc2)CCC1,IC50,'=',1160.0,nM,,Inactive
CHEMBL383488,,N#C[C@@H]1CC[C@H](C#N)N1C(=O)CNC12CC3CC(CC1C3)C2,IC50,'=',72.0,nM,,Active
CHEMBL3687983,,CCN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C(F)(F)F)c1c2=O,IC50,'=',11.2,nM,305351,Active
CHEMBL3686751,,OB(O)[C@@H]1CCCN1C(=S)[C@@H]1CCCN1,IC50,'=',6.4,nM,277835,Active
CHEMBL3686749,,N=C(N)NCCC[C@H](N)C(=O)N1CCC[C@H]1B(O)O,IC50,'=',7100.0,nM,277860,Inactive
CHEMBL63698,,CC(C)C[C@H](N)C(=O)N1CCC[C@H]1B(O)O,IC50,'=',44.0,nM,,Active
CHEMBL1951609,,CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,IC50,'=',2.0,nM,,Active
CHEMBL1951416,,CC#CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1ncc3ccccc3c1C#N)c(=O)n2C,IC50,'=',1.0,nM,,Active
CHEMBL216835,,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1,IC50,'=',17.0,nM,,Active
CHEMBL386812,,C[C@H](c1nc(-c2ccc(NS(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1,IC50,'=',8.0,nM,,Active
CHEMBL203736,,C[C@@H](c1ccc(-c2cc(F)c(=O)n(C)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',49.0,nM,,Active
CHEMBL192165,,N#Cc1ccc(N[C@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)nc1,IC50,'=',6.6,nM,,Active
CHEMBL216253,,CN1C(=O)C=C(N2CCC[C@@H](N)C2)C(Cc2ccccc2C#N)C1=O,IC50,'=',4.0,nM,,Active
CHEMBL5266321,,N#C[C@@H]1C[C@H](c2ccc3c(c2Br)OCO3)CN1C(=O)[C@@H](N)CF,IC50,'=',10.0,nM,,Active
CHEMBL5273218,,CCS(=O)(=O)n1ncc2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,IC50,'=',0.7,nM,,Active
CHEMBL364355,,CN(C)C(=O)[C@@H](c1ccc(-c2ccc(F)cc2)cc1)[C@H](N)C(=O)N1CC(F)(F)C1,IC50,'=',29.0,nM,,Active
CHEMBL370046,,N#Cc1ccc(N[C@@H]2CN[C@H](C(=O)N3CCC[C@H]3C#N)C2)cc1C#N,IC50,'=',0.13,nM,,Active
CHEMBL4784857,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCN(c3nc(-c4ccccc4)no3)CC1)c(=O)n2C,IC50,'=',40.0,nM,,Active
CHEMBL4742337,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CCCN1CCN(c3nnc(-c4ccccc4)[nH]3)CC1)c(=O)n2C,IC50,'=',76.0,nM,,Active
CHEMBL188043,,N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](C(=O)N1CCC1)c1ccc(-c2ccc(F)cc2)cc1,IC50,'=',44.0,nM,,Active
CHEMBL513425,,N[C@@H](CC(=O)N1CCCCCN1C(=O)c1ccccc1)Cc1cc(F)c(F)cc1F,IC50,'=',70.0,nM,,Active
CHEMBL1683994,,N[C@@H](CC(=O)N1CCn2nnc(-c3ccncc3)c2C1)Cc1cc(F)c(F)cc1F,IC50,'=',28.6,nM,,Active
CHEMBL1683992,,N[C@@H](CC(=O)N1CCn2nnc(-c3ccc(C(=O)O)cc3)c2C1)Cc1cc(F)c(F)cc1F,IC50,'=',33.78,nM,,Active
CHEMBL1683985,,N[C@@H](CC(=O)N1CCn2nnc(-c3ccc(Cl)cc3)c2C1)Cc1cc(F)c(F)cc1F,IC50,'=',46.89,nM,,Active
CHEMBL1929390,,Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)c(O)n2n1,IC50,'=',1.8,nM,,Active
CHEMBL3112970,,NC[C@]1(c2cccc(Cl)c2)CC[C@H](N2CCn3c(nnc3C(F)(F)F)C2)CC1,IC50,'=',40.0,nM,,Active
CHEMBL3112959,,NC[C@]1(c2cccc(Cl)c2)CC[C@H](n2nc(-c3ccccc3)ccc2=O)CC1,IC50,'=',3.0,nM,,Active
CHEMBL474559,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(OC(F)(F)F)c1)NCC(=O)N1CCC[C@H]1C#N,IC50,'=',73.0,nM,,Active
CHEMBL456413,,N#C[C@H]1C[C@@H](F)CN1C(=O)[C@@H](N)C(c1ccc(F)cc1)c1ccc(F)cc1,IC50,'=',22.0,nM,,Active
CHEMBL277635,,N[C@H](C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@H](NC(=O)c2ccccc2C(F)(F)F)CC1,IC50,'=',70.0,nM,,Active
CHEMBL5205289,,COc1cc(S(N)(=O)=O)cc(OC)c1OCCC(N)C1COc2ccccc2O1,IC50,'=',28.3,nM,,Active
CHEMBL283368,,N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccccc2C(F)(F)F)CC1,IC50,'=',67.0,nM,,Active
CHEMBL145813,,N#CC1CCCCN1C(=O)C(N)CCCCN,IC50,'=',51000.0,nM,,Inactive
CHEMBL231050,,N[C@@H](CC(=O)N1CCn2cc(C(F)(F)F)nc2C1c1ccc(F)cc1)Cc1ccc(F)c(F)c1,IC50,'=',1397.0,nM,,Inactive
CHEMBL397716,,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)c(F)c2F)cc1)C(=O)O,IC50,'=',8.0,nM,,Active
CHEMBL352548,,CS(=O)(=O)NCCS(=O)(=O)N[C@H]1CC[C@H]([C@H](N)C(=O)N2CCCC2)C1,IC50,'=',95.0,nM,,Active
CHEMBL171437,,N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(C(=O)O)cc2)C1,IC50,'=',72.0,nM,,Active
CHEMBL208850,,CC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)COC(C)(C)OC1,IC50,'>',3000.0,nM,,Inactive
CHEMBL438067,,N#C[C@H]1CC[C@H](C#N)N1C(=O)CNC1(CO)CCCC1,IC50,'>',30000.0,nM,,Inactive
CHEMBL209191,,CCOCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,IC50,'=',64.0,nM,,Active
CHEMBL207348,,CN(C)C(=O)[C@@H](c1ccc(-c2ccc3nncn3c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',4.1,nM,,Active
CHEMBL98423,,N[C@@H](CCNCc1cccs1)C(=O)N1CCCCC1,IC50,'=',278000.0,nM,,Inactive
CHEMBL65406,,CC(C)[C@@H](N)C(=O)N1CCC[C@@H]1B(O)O,IC50,'=',4000.0,nM,,Inactive
CHEMBL169204,,CS(=O)(=O)c1ccc(S(=O)(=O)N[C@@H]2CC[C@@H]([C@H](N)C(=O)N3CCCC3)C2)cc1,IC50,'=',13.0,nM,,Active
CHEMBL1951425,,CC#CCn1c(N2CCC[C@@H](N)C2)c(C#N)c2ncn(CC(=O)c3cccc(OC)c3)c(=O)c21,IC50,'=',60.0,nM,,Active
CHEMBL1951430,,COc1cccc(C(=O)Cn2cnc3c(C#N)c(N4CCC[C@H](N)C4)n(CC=C(C)C)c3c2=O)c1,IC50,'=',1.0,nM,,Active
CHEMBL1951437,,CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3nccc4ccccc34)c(=O)c21,IC50,'=',7.0,nM,,Active
CHEMBL1951598,,COc1cccc(C(=O)Cn2c(=O)c3c(c(C#N)c(N4CCC[C@H](N)C4)n3CC=C(C)C)n(C)c2=O)c1,IC50,'=',0.5,nM,,Active
CHEMBL400532,,CC(c1ccc(-n2cncn2)cc1)N1C[C@H](N)[C@H](C(=O)C2CCC[C@H]2C#N)C1,IC50,'=',3.0,nM,,Active
CHEMBL392696,,N#Cc1cccc(-c2cc(N3C[C@H](c4ccccc4)[C@@H](N)C3)ncn2)c1,IC50,'=',1400.0,nM,,Inactive
CHEMBL386380,,N[C@@H](CC(=O)N1CCCNC(=O)[C@H]1Cc1ccccc1)Cc1cc(F)c(F)cc1F,IC50,'=',0.91,nM,,Active
CHEMBL250285,,Cn1c(C(F)(F)F)nc2c1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2Cc1ccc(F)cc1,IC50,'=',5.8,nM,,Active
CHEMBL237997,,CN(C)C(=O)[C@@H]([C@H]1CC[C@H](c2cccc3ncnn32)CC1)[C@H](N)C(=O)N1CCC(F)(F)C1,IC50,'=',23.0,nM,,Active
CHEMBL195030,,N[C@@H](CC(=O)N1CCc2sc(-c3ccc(F)cc3)nc2C1)Cc1cc(F)ccc1F,IC50,'=',26.0,nM,,Active
CHEMBL381665,,N[C@@H](CC(=O)N1CCc2sc(-c3ccc(C(F)(F)F)cc3)nc2C1)Cc1cc(F)ccc1F,IC50,'=',13.0,nM,,Active
CHEMBL402466,,CCN(CC#N)C(=O)[C@@H]1C[C@H](C(=O)N2CCOCC2)[C@H](C)N1,IC50,'=',24.0,nM,,Active
CHEMBL539939,,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](NC(=O)c2ccccc2)CN1,IC50,'=',5.5,nM,,Active
CHEMBL190269,,CN(C)C(=O)[C@@H](c1ccc(-c2cccc(C#N)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',43.0,nM,,Active
CHEMBL191473,,CN(C)C(=O)[C@@H](c1ccc(-c2cccc(-n3cnnn3)c2)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,IC50,'=',2.2,nM,,Active
